player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,salary,salary_million,value_index,salary_per_point,pts_per_minute,efficiency_index,efficiency_per_million
precious achiuwa,C,23,TOR,55,12,20.7,3.6,7.3,0.485,0.5,2.0,0.269,3.0,5.4,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,2840160.0,2.84016,5.668694721424145,5612.964415784656,0.44444442297369935,16.099999999999998,5.668694721424145
steven adams,C,29,MEM,42,42,27.0,3.7,6.3,0.597,0.0,0.0,0.0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,17926829.0,17.926829,1.249523828224166,49631.3093864028,0.31851850672153675,22.500000000000004,1.255102059600167
bam adebayo,C,25,MIA,75,75,34.6,8.0,14.9,0.54,0.0,0.2,0.083,8.0,14.7,0.545,0.541,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,30351780.0,30.35178,1.0806614966239212,19837.76469291649,0.589595358682215,32.3,1.064187998199776
ochai agbaji,SG,22,UTA,59,22,20.5,2.8,6.5,0.427,1.4,3.9,0.355,1.4,2.7,0.532,0.532,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,3918360.0,3.91836,2.832817811533397,8406.693824486818,0.38536583486020315,11.000000000000002,2.8072969303484117
nickeil alexander-walker,SG,24,TOT,59,3,15.0,2.2,5.0,0.444,1.0,2.7,0.384,1.2,2.3,0.515,0.547,0.7,1.0,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,5009633.0,5.009633,1.9362695830213512,13695.005430030056,0.41333330577777966,9.700000000000001,1.9362695830213512
nickeil alexander-walker,SG,24,UTA,36,3,14.7,2.3,4.7,0.488,1.0,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3,5009633.0,5.009633,1.996154209300362,22088.328826771038,0.42857139941691164,9.799999999999999,1.9562311251143545
nickeil alexander-walker,SG,24,MIN,23,0,15.5,2.1,5.4,0.384,1.1,3.1,0.361,1.0,2.3,0.415,0.488,0.6,0.9,0.619,0.3,1.5,1.8,1.4,0.3,0.3,0.4,1.3,5.9,5009633.0,5.009633,1.8165003304633294,36916.97098808422,0.3806451367325719,9.3,1.8564234146493368
grayson allen,SG,27,MIL,72,70,27.4,3.4,7.7,0.44,2.0,5.1,0.399,1.4,2.7,0.518,0.571,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4,8925000.0,8.925,1.7927170868347337,11919.07049690295,0.37956202994299165,16.099999999999998,1.8039215686274506
jarrett allen,C,24,CLE,68,68,32.6,5.9,9.2,0.644,0.0,0.1,0.1,5.9,9.1,0.653,0.645,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,20000000.0,20.0,1.29,20567.667605339706,0.4386502932929358,26.400000000000002,1.32
jose alvarado,PG,24,NOP,61,10,21.5,3.3,8.0,0.411,1.4,4.0,0.336,1.9,4.0,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0,1563518.0,1.563518,9.146041171256105,2847.9380640292566,0.4186046316928078,14.299999999999999,9.146041171256103
kyle anderson,PF,29,MIN,69,46,28.4,3.7,7.2,0.509,0.6,1.5,0.41,3.0,5.7,0.536,0.553,1.4,2.0,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,8780488.0,8.780488,2.232222172617285,13537.600965868638,0.33098590383852455,20.1,2.2891666157962978
giannis antetokounmpo,PF,28,MIL,63,63,32.1,11.2,20.3,0.553,0.7,2.7,0.275,10.5,17.6,0.596,0.572,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,42492492.0,42.492492,1.14373146201922,21687.588413368245,0.9688473218427627,46.300000000000004,1.0896042529113144
thanasis antetokounmpo,PF,30,MIL,37,0,5.6,0.5,1.2,0.435,0.0,0.2,0.0,0.5,1.0,0.526,0.435,0.3,0.6,0.5,0.4,0.8,1.2,0.4,0.1,0.1,0.3,0.6,1.4,1878720.0,1.87872,1.5968318855390902,36268.72516855743,0.24999995535715083,2.9,1.5436041560211207
cole anthony,PG,22,ORL,60,4,25.9,4.6,10.2,0.454,1.3,3.4,0.364,3.4,6.7,0.5,0.516,2.5,2.8,0.894,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6,13.0,3613680.0,3.61368,6.004958933829227,4632.923070983432,0.5019304825509466,21.3,5.894268446569702
og anunoby,SF,25,TOR,67,67,35.6,6.3,13.2,0.476,2.1,5.5,0.387,4.2,7.7,0.539,0.556,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8,17357143.0,17.357143,1.3711934043523177,15420.347356591728,0.47191009910364895,24.4,1.4057613053023759
ryan arcidiacono,PG,28,TOT,20,4,8.6,0.5,1.9,0.243,0.4,1.2,0.348,0.1,0.7,0.071,0.351,0.0,0.0,,0.0,0.8,0.8,1.2,0.3,0.0,0.4,0.9,1.3,1836090.0,1.83609,1.7972975180955182,70618.84343773678,0.1511627731206078,3.1999999999999997,1.7428339569411084
ryan arcidiacono,PG,28,NYK,11,0,2.4,0.1,0.5,0.2,0.1,0.3,0.333,0.0,0.2,0.0,0.3,0.0,0.0,,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.3,0.3,1836090.0,1.83609,0.49017205038968675,556390.7404876545,0.12499994791668836,0.9999999999999999,0.5446356115440963
ryan arcidiacono,PG,28,POR,9,4,16.2,0.9,3.6,0.25,0.8,2.2,0.35,0.1,1.3,0.083,0.359,0.0,0.0,,0.0,1.2,1.2,2.3,0.3,0.0,0.7,1.6,2.6,1836090.0,1.83609,3.322277230418988,78465.38126216318,0.16049381725346806,5.699999999999999,3.104422985801349
deni avdija,SF,22,WAS,76,40,26.6,3.3,7.6,0.437,0.9,3.1,0.297,2.4,4.6,0.53,0.497,1.6,2.2,0.739,1.0,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2,4916160.0,4.91616,3.7427585757989976,7031.1212714085805,0.34586464865170485,18.099999999999994,3.6817353381501
deandre ayton,C,24,PHO,67,67,30.4,7.8,13.2,0.589,0.1,0.4,0.292,7.7,12.9,0.597,0.592,2.3,3.0,0.76,2.6,7.4,10.0,1.7,0.6,0.8,1.8,2.8,18.0,30913750.0,30.91375,0.9607375358861348,25633.29185270871,0.5921052436807486,29.3,0.9477983098135943
udoka azubuike,C,23,UTA,36,4,10.0,1.6,2.0,0.819,0.0,0.0,,1.6,2.0,0.819,0.819,0.2,0.6,0.35,0.9,2.4,3.3,0.3,0.2,0.4,0.5,0.9,3.5,2174880.0,2.17488,3.2645479290811448,17260.952243960695,0.3499999650000035,7.2,3.3105274773780624
lamelo ball,PG,21,CHO,36,36,35.2,8.2,20.0,0.411,4.0,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,8623920.0,8.62392,4.417944507834025,10281.258929087673,0.6619317993769376,36.099999999999994,4.186031410309928
mo bamba,C,24,TOT,49,7,15.7,2.4,4.9,0.485,1.0,2.5,0.387,1.4,2.4,0.59,0.585,0.8,1.3,0.661,1.2,3.4,4.6,0.9,0.3,0.9,0.6,2.1,6.6,10300000.0,10.3,1.174757281553398,31849.103179192633,0.42038213882916314,12.700000000000001,1.2330097087378642
mo bamba,C,24,ORL,40,6,17.0,2.7,5.4,0.495,1.1,2.7,0.398,1.6,2.7,0.594,0.596,0.9,1.3,0.686,1.2,3.4,4.6,1.1,0.3,1.0,0.6,2.2,7.3,10300000.0,10.3,1.2621359223300967,35273.97248193845,0.42941173944636823,13.7,1.3300970873786406
mo bamba,C,24,LAL,9,1,9.8,1.2,3.0,0.407,0.6,1.8,0.313,0.7,1.2,0.545,0.5,0.7,1.2,0.545,1.2,3.3,4.6,0.4,0.1,0.6,0.9,2.1,3.7,10300000.0,10.3,0.8446601941747574,309309.3000207417,0.37755098188255287,8.5,0.8252427184466019
paolo banchero,PF,20,ORL,72,72,33.8,6.7,15.6,0.427,1.2,4.0,0.298,5.5,11.6,0.471,0.465,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20.0,11055120.0,11.05512,2.7679482447951713,7677.1666613353,0.5917159588249717,29.099999999999998,2.632264507305212
desmond bane,SG,24,MEM,58,58,31.7,7.8,16.2,0.479,2.9,7.0,0.408,4.9,9.2,0.534,0.568,3.1,3.5,0.883,0.7,4.3,5.0,4.4,1.0,0.4,2.2,2.6,21.5,2130240.0,2.13024,14.505407841369985,1708.2918991914257,0.6782334170904285,30.099999999999998,14.12986330178759
dalano banton,PG,23,TOR,31,2,9.0,1.8,4.2,0.423,0.5,1.6,0.294,1.3,2.5,0.506,0.481,0.5,0.8,0.708,0.4,1.1,1.5,1.2,0.4,0.4,0.6,1.1,4.6,1563518.0,1.563518,4.6689580804314375,10964.361774443467,0.511111054320994,7.5,4.796874740169285
dominick barlow,PF,19,SAS,28,0,14.6,1.6,3.1,0.535,0.0,0.1,0.0,1.6,2.9,0.561,0.535,0.6,0.9,0.72,1.6,2.0,3.6,0.9,0.4,0.7,0.5,2.0,3.9,508891.0,0.508891,16.50648174166963,4660.173949998407,0.26712326937511854,9.0,17.68551615178889
harrison barnes,PF,30,SAC,82,82,32.5,4.6,9.6,0.473,1.6,4.3,0.374,3.0,5.3,0.553,0.556,4.3,5.0,0.847,1.1,3.4,4.5,1.6,0.7,0.1,1.0,1.3,15.0,18352273.0,18.352273,1.14972134514346,14920.547142341018,0.46153844733727856,20.900000000000002,1.1388235124880717
scottie barnes,SF,21,TOR,77,76,34.8,6.0,13.2,0.456,0.8,2.9,0.281,5.2,10.3,0.505,0.487,2.5,3.2,0.772,2.3,4.3,6.6,4.8,1.1,0.8,2.0,2.2,15.3,7644600.0,7.6446,3.492661486539518,6488.922836356061,0.43965515978002423,26.6,3.479580357376449
rj barrett,SG,22,NYK,73,73,33.9,7.0,16.1,0.434,1.7,5.3,0.31,5.3,10.8,0.495,0.485,4.0,5.4,0.74,0.8,4.2,5.0,2.8,0.4,0.2,2.2,2.5,19.6,10900634.0,10.900634,2.5136152631122193,7618.558842872127,0.5781710743902339,25.8,2.3668348097917975
will barton,SG,32,TOT,56,2,17.7,2.5,6.5,0.379,1.2,3.2,0.367,1.3,3.3,0.391,0.47,0.7,0.8,0.787,0.3,2.2,2.4,2.0,0.5,0.2,0.9,1.0,6.8,15059712.0,15.059712,0.743706121338841,39547.56292135619,0.38418076925532374,10.999999999999998,0.7304256548863616
will barton,SG,32,WAS,40,0,19.6,2.8,7.1,0.386,1.3,3.5,0.377,1.5,3.7,0.395,0.477,0.9,1.1,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,1.0,7.7,15059712.0,15.059712,0.8565900861849152,48895.16867241829,0.39285712281341206,12.500000000000002,0.8300291532799566
will barton,SG,32,TOR,16,2,13.2,1.8,4.9,0.354,0.9,2.6,0.333,0.9,2.3,0.378,0.443,0.1,0.1,1.0,0.3,1.3,1.6,1.1,0.7,0.2,0.2,1.1,4.5,15059712.0,15.059712,0.4780967922892549,209162.66376162966,0.3409090650826466,7.8999999999999995,0.5245784248729325
charles bassey,C,22,SAS,35,2,14.5,2.5,3.9,0.644,0.1,0.2,0.375,2.4,3.6,0.661,0.656,0.6,1.1,0.595,2.1,3.4,5.5,1.3,0.5,0.9,1.2,2.1,5.7,2674742.0,2.674742,4.673347934118505,13407.22800297129,0.39310342116528135,12.700000000000001,4.748121501064402
keita bates-diop,PF,27,SAS,67,42,21.7,3.5,6.9,0.508,0.8,2.1,0.394,2.7,4.8,0.557,0.568,1.8,2.2,0.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,9.7,1878720.0,1.87872,7.930931698177482,2890.783192966944,0.44700458769564105,15.099999999999998,8.037387157213422
nicolas batum,PF,34,LAC,78,19,21.9,2.1,4.9,0.42,1.6,4.1,0.391,0.5,0.8,0.563,0.583,0.4,0.6,0.708,0.8,3.0,3.8,1.6,0.7,0.6,0.6,1.9,6.1,19700319.0,19.700319,0.5837468926264594,41404.621602764564,0.27853880006672144,12.199999999999998,0.6192793121776352
darius bazley,C,22,TOT,43,1,14.3,1.9,4.3,0.454,0.5,1.2,0.377,1.5,3.0,0.485,0.508,0.9,1.6,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,1.0,5.2,4264628.0,4.264628,2.1807294798045693,19072.575943324795,0.3636363382072491,10.000000000000002,2.34487040839201
darius bazley,C,22,OKC,36,1,15.4,2.0,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,0.506,1.0,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,1.0,5.4,4264628.0,4.264628,2.2745242961402496,21937.38671842908,0.3506493278799138,10.400000000000002,2.4386652247276905
darius bazley,C,22,PHO,7,0,8.7,1.7,3.6,0.48,0.3,1.1,0.25,1.4,2.4,0.588,0.52,0.3,0.7,0.4,0.7,1.6,2.3,0.9,0.4,0.7,0.7,1.3,4.0,4264628.0,4.264628,1.688306694042247,152308.13741756653,0.4597700620953952,7.6000000000000005,1.7821015103779276
bradley beal,SG,29,WAS,50,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,0.551,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,43279250.0,43.27925,0.7509372274242276,37309.698243698534,0.6925372927600808,31.200000000000003,0.7208997383272585
malik beasley,SG,26,TOT,81,27,25.8,4.6,11.6,0.395,2.9,8.1,0.357,1.7,3.4,0.484,0.52,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3,12.7,15558035.0,15.558035,1.1376758054600082,15123.97684930108,0.4922480429361223,17.5,1.1248207116130025
malik beasley,SG,26,UTA,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4,15558035.0,15.558035,1.201951274695037,21109.952481533306,0.49999998134328427,18.5,1.1890961808480311
malik beasley,SG,26,LAL,26,14,23.9,4.0,10.3,0.392,2.5,7.2,0.353,1.5,3.1,0.481,0.515,0.5,0.8,0.619,0.3,3.0,3.3,1.2,0.8,0.0,1.2,1.2,11.1,15558035.0,15.558035,1.0026973200664477,53908.64499685155,0.4644351270110825,15.2,0.9769871323724364
marjon beauchamp,SF,22,MIL,52,11,13.5,1.8,4.7,0.395,0.9,2.7,0.331,0.9,1.9,0.485,0.492,0.5,0.7,0.73,0.7,1.5,2.2,0.7,0.4,0.1,0.9,1.4,5.1,2485200.0,2.4852,3.2190568163528086,9371.040688646151,0.3777777497942407,7.6,3.058103975535168
patrick beverley,SG-PG,34,TOT,67,67,27.1,2.1,5.4,0.4,1.2,3.6,0.335,1.0,1.8,0.529,0.511,0.7,1.0,0.723,0.7,3.0,3.7,2.9,0.9,0.6,0.9,2.8,6.2,13801614.0,13.801614,0.9274277631587147,33224.87714678652,0.22878227938072768,13.4,0.9709009395567794
patrick beverley,SG,34,LAL,45,45,26.9,2.2,5.4,0.402,1.2,3.5,0.348,0.9,1.8,0.506,0.517,0.9,1.1,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,2.8,6.4,13801614.0,13.801614,0.8767090573609724,47922.27066693656,0.2379182067688399,12.7,0.9201822337590371
patrick beverley,PG,34,CHI,22,22,27.5,2.1,5.4,0.395,1.1,3.7,0.309,1.0,1.7,0.579,0.5,0.4,0.7,0.533,0.9,4.0,4.9,3.5,1.0,0.7,0.8,2.9,5.8,13801614.0,13.801614,1.028865174754199,108163.11827458371,0.2109090832396697,15.099999999999998,1.0940749393512958
saddiq bey,SF,23,TOT,77,37,27.6,4.6,10.9,0.422,2.0,5.4,0.361,2.6,5.4,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8,2959080.0,2.95908,6.758857482731119,2784.7543734380247,0.4999999818840586,20.2,6.82644605755843
saddiq bey,SF,23,DET,52,30,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6.0,0.46,0.488,3.5,4.0,0.861,1.1,3.5,4.7,1.6,1.0,0.2,1.0,1.7,14.8,2959080.0,2.95908,7.130594644281331,3844.958414962372,0.5138888710455253,21.3,7.198183219108642
saddiq bey,SF,23,ATL,25,7,25.2,4.3,9.2,0.47,2.0,5.0,0.4,2.3,4.2,0.552,0.578,1.0,1.2,0.862,1.6,3.2,4.8,1.4,0.8,0.0,0.7,1.5,11.6,2959080.0,2.95908,6.015383159630694,10203.724102745779,0.46031744205089514,17.9,6.049177447044351
khem birch,C,30,TOR,20,0,8.1,1.0,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,6667500.0,6.6675,0.5849268841394825,151534.0874651344,0.27160490474013527,4.1,0.6149231346081739
goga bitadze,C,23,TOT,38,1,12.0,1.8,3.3,0.552,0.2,0.7,0.231,1.7,2.6,0.636,0.576,0.6,1.1,0.548,1.6,2.0,3.6,1.0,0.4,0.7,0.6,1.7,4.4,5377520.0,5.37752,1.6736339427840343,32162.200764580135,0.3666666361111137,9.5,1.7666136062720363
goga bitadze,C,23,IND,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3,5377520.0,5.37752,1.208735625344025,77597.69007795541,0.3437499641927121,6.800000000000001,1.264523423436826
goga bitadze,C,23,ORL,17,1,15.0,2.5,4.3,0.575,0.1,0.7,0.167,2.4,3.6,0.656,0.589,0.7,1.1,0.667,2.1,3.1,5.2,1.2,0.4,0.9,0.6,1.8,5.8,5377520.0,5.37752,2.2687037891072466,54538.74184037788,0.38666664088889063,12.9,2.3988753179904494
bismack biyombo,C,30,PHO,61,14,14.3,2.0,3.4,0.578,0.0,0.0,,2.0,3.4,0.578,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,2905851.0,2.905851,3.2692660428907057,11078.34917621674,0.30069927967137905,10.4,3.578985983796141
buddy boeheim,SF,23,DET,10,0,9.0,0.5,2.7,0.185,0.4,2.5,0.16,0.1,0.2,0.5,0.259,0.2,0.2,1.0,0.2,0.4,0.6,0.4,0.2,0.0,0.0,0.6,1.6,508891.0,0.508891,5.109149110516791,31805.685512144653,0.1777777580246936,2.8000000000000003,5.502160580556544
bol bol,PF,23,ORL,70,33,21.5,3.7,6.8,0.546,0.4,1.6,0.265,3.3,5.2,0.633,0.577,1.2,1.5,0.759,1.0,4.8,5.8,1.0,0.4,1.2,1.6,1.3,9.1,2200000.0,2.2,7.227272727272726,3453.6891625530784,0.4232557942671723,15.899999999999997,7.227272727272725
leandro bolmaro,SF,22,UTA,14,0,4.9,0.2,1.4,0.15,0.0,0.3,0.0,0.2,1.1,0.188,0.15,0.0,0.0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,1709300.0,1.7093,0.8190487333996372,305232.08835141273,0.08163263640150277,1.2,0.7020417714854034
devin booker,SG,26,PHO,53,53,34.6,9.9,20.1,0.494,2.1,6.0,0.351,7.8,14.2,0.554,0.546,5.8,6.8,0.855,0.9,3.7,4.5,5.5,1.0,0.3,2.7,3.0,27.8,33833400.0,33.8334,1.1172391778538366,22962.807097215413,0.8034681848708618,36.39999999999999,1.0758599490444352
chris boucher,PF,30,TOR,76,0,20.0,3.4,7.0,0.493,0.8,2.5,0.328,2.6,4.5,0.585,0.552,1.7,2.2,0.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,1.9,9.4,12690000.0,12.69,1.2056737588652484,17763.1578698724,0.4699999765000012,16.2,1.2765957446808511
james bouknight,SG,22,CHO,34,0,15.1,2.0,5.7,0.358,1.0,3.2,0.303,1.1,2.5,0.429,0.443,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,4362240.0,4.36224,2.0402362089201875,22910.924249417418,0.3708609025919932,8.499999999999998,1.948540199530516
jamaree bouyea,PG,23,TOT,5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1.0,1.2,0.8,0.8,0.4,0.8,1.2,3.0,116986.0,0.116986,42.74015694185629,7799.066146728924,0.21126759075580348,5.4,46.15936949720479
jamaree bouyea,PG,23,MIA,4,0,16.3,1.5,3.3,0.462,0.5,1.3,0.4,1.0,2.0,0.5,0.538,0.3,0.5,0.5,0.3,1.0,1.3,1.0,1.0,0.5,1.0,1.3,3.8,116986.0,0.116986,52.14299146906467,7696.446862075865,0.2331288200534466,6.6,56.4170071632503
jamaree bouyea,PG,23,WAS,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,116986.0,0.116986,8.548031388371257,116986000000.0,0.0,1.0,8.548031388371257
tony bradley,C,25,CHI,12,0,2.8,0.5,1.0,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1.0,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,2036318.0,2.036318,1.2768143286068285,106058.22364280083,0.5714283673470117,2.7,1.3259225720147836
malaki branham,SG,19,SAS,66,32,23.5,4.1,9.3,0.44,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,2925600.0,2.9256,5.058791359037461,4345.811045237952,0.4340425347215942,14.2,4.853705222860268
jarrell brantley,PF,26,UTA,4,0,9.8,2.0,3.5,0.571,1.0,2.3,0.444,1.0,1.3,0.8,0.714,0.5,0.5,1.0,0.3,1.3,1.5,0.8,0.0,0.5,0.5,0.8,5.5,105522.0,0.105522,73.91823505998748,4796.454327433894,0.5612244325281192,7.800000000000001,73.9182350599875
christian braun,SG,21,DEN,76,6,15.5,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.554,0.5,0.8,0.625,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,2808600.0,2.8086,2.812789290037741,7862.821926475863,0.3032257868886589,8.099999999999998,2.8839991454817335
mikal bridges,SF-SG,26,TOT,83,83,35.7,7.1,15.3,0.468,2.0,5.3,0.382,5.1,9.9,0.514,0.535,3.8,4.3,0.895,1.0,3.4,4.4,3.3,1.1,0.7,1.5,1.9,20.1,20100000.0,20.1,1.3830845771144278,12048.192763862497,0.5630251943130198,28.1,1.3980099502487562
mikal bridges,SF,26,PHO,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9.0,0.503,0.529,2.8,3.1,0.897,1.0,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2,20100000.0,20.1,1.2487562189054726,20867.94017767033,0.47252745954594894,25.700000000000003,1.2786069651741294
mikal bridges,SG,26,BRK,27,27,34.2,8.9,18.6,0.475,2.5,6.7,0.376,6.3,11.9,0.531,0.543,5.9,6.6,0.894,0.9,3.6,4.5,2.7,1.0,0.6,1.8,1.6,26.1,20100000.0,20.1,1.6567164179104479,28522.775608737367,0.7631578724222845,33.10000000000001,1.6467661691542292
oshae brissett,PF,24,IND,65,2,16.7,1.9,4.9,0.386,0.7,2.4,0.31,1.2,2.5,0.457,0.461,1.6,2.2,0.717,1.0,2.4,3.4,0.7,0.5,0.2,0.5,1.2,6.1,1846738.0,1.846738,5.523252350901968,4657.598979425979,0.36526943920542276,10.399999999999999,5.631551416605928
malcolm brogdon,PG,30,BOS,67,0,26.0,5.3,10.9,0.484,2.0,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,22600000.0,22.6,1.008849557522124,22638.48540254584,0.5730769010355038,22.3,0.9867256637168141
dillon brooks,SF,27,MEM,73,73,30.3,5.4,13.6,0.396,2.0,6.0,0.326,3.4,7.6,0.451,0.468,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,11400000.0,11.4,1.7719298245614037,10920.586252590681,0.47194717914365747,19.900000000000002,1.7456140350877194
bruce brown,SF,26,DEN,80,31,28.5,4.5,9.3,0.483,1.1,3.2,0.358,3.3,6.1,0.548,0.545,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4,11.5,6479000.0,6.479,2.932551319648094,7042.391296693053,0.40350875777162254,19.200000000000003,2.963420280907548
jaylen brown,SF,26,BOS,67,67,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,29776785.0,29.776785,1.242578740451664,16707.88069986091,0.7409470545697201,35.6,1.1955622475697092
kendall brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0.0,0.2,0.0,0.7,1.0,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5,508891.0,0.508891,5.895172050596297,56543.43816184021,0.22388056359991587,3.4000000000000004,6.681194990675804
moses brown,C,23,TOT,36,1,8.2,1.7,2.7,0.635,0.0,0.0,,1.7,2.7,0.635,0.635,0.9,2.0,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3,824041.0,0.824041,10.072314362998927,5323.2622395138105,0.5243901799524171,8.399999999999999,10.193667548095299
moses brown,C,23,LAC,34,1,8.5,1.8,2.8,0.635,0.0,0.0,,1.8,2.8,0.635,0.635,1.0,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6,824041.0,0.824041,10.67908028848079,5268.80431413808,0.5411764069204227,8.899999999999999,10.800433473577161
moses brown,C,23,BRK,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,824041.0,0.824041,0.0,824041000000.0,0.0,0.0,0.0
sterling brown,SF,27,LAL,4,0,6.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.8,1.3,2.0,0.5,0.8,0.0,0.0,1.0,0.0,3122602.0,3.122602,0.8006143594348559,3122602000000.0,0.0,3.3,1.0568109544540096
jalen brunson,PG,26,NYK,68,68,35.0,8.6,17.6,0.491,2.0,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,2.2,24.0,27733332.0,27.733332,1.2151442891896294,16993.463224881456,0.6857142661224496,32.7,1.179086595148394
thomas bryant,C,25,TOT,59,26,18.3,3.9,6.3,0.623,0.4,1.0,0.441,3.5,5.3,0.658,0.659,1.6,2.1,0.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,1.7,9.8,1968175.0,1.968175,8.129358415791279,3403.9692089173827,0.5355190964197215,16.2,8.230975395988668
