player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,salary,salary_million,value_index,salary_per_point,pts_per_minute,efficiency_index,efficiency_per_million
frank kaminsky,C,29,HOU,10,0,5.9,0.6,1.9,0.316,0.2,1.0,0.2,0.4,0.9,0.444,0.368,0.4,0.4,1.0,0.4,1.2,1.6,1.1,0.1,0.3,0.0,0.1,1.8,2463490.0,2.46349,1.826676787809165,136860.54795219176,0.3050846940534417,4.8999999999999995,1.989048057836646
trevor keels,SG,19,NYK,3,0,2.7,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.0,520589.0,0.520589,3.2655319263372835,173529.60882346373,0.3703702331962099,1.7,3.2655319263372835
luke kennard,SG,26,TOT,59,14,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.666,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,13745455.0,13.745455,0.9821428246645891,25050.947648895664,0.4170403400430341,13.299999999999999,0.967592560595484
luke kennard,SG,26,LAC,35,11,20.7,2.8,6.0,0.464,1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,13745455.0,13.745455,0.8220899199044338,50349.65183022105,0.37681157599944076,10.999999999999998,0.8002645238007762
luke kennard,SG,26,MEM,24,3,24.6,3.8,7.1,0.526,3.1,5.7,0.54,0.7,1.4,0.471,0.743,0.8,0.8,0.947,0.4,2.8,3.1,2.3,0.5,0.0,0.7,1.5,11.3,13745455.0,13.745455,1.2149470497702695,50683.83093405666,0.459349574823188,16.5,1.2003967857011646
walker kessler,C,21,UTA,74,40,23.0,4.0,5.6,0.72,0.0,0.0,0.333,4.0,5.6,0.723,0.721,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,2696400.0,2.6964,6.860999851654057,3960.6345417734515,0.39999998260869635,20.4,7.56564307966177
braxton key,SF,25,DET,3,0,3.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.7,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,201802.0,0.201802,7.928563641589281,51744.089296387356,0.433333188888937,1.6,7.928563641589281
louis king,PF,23,PHI,1,0,29.0,8.0,13.0,0.615,4.0,8.0,0.5,4.0,5.0,0.8,0.769,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,307089.0,0.307089,84.6660088769054,15354.449232277537,0.689655148632581,25.0,81.40962392010134
corey kispert,SF,23,WAS,74,45,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.7,2.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,3552840.0,3.55284,4.250121029936613,4325.346963324389,0.39222613455031324,14.899999999999999,4.193828036162619
maxi kleber,PF,31,DAL,37,5,25.1,2.1,4.6,0.456,1.1,3.0,0.348,1.0,1.5,0.667,0.571,0.7,1.0,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,2.3,5.9,9000000.0,9.0,1.2111111111111112,41227.668157454566,0.23505975159124495,11.300000000000002,1.2555555555555558
nathan knight,C,25,MIN,38,0,7.7,1.2,2.1,0.568,0.2,0.6,0.364,1.0,1.6,0.644,0.617,1.0,1.5,0.684,0.6,0.9,1.5,0.3,0.3,0.2,0.6,1.1,3.7,1836090.0,1.83609,2.9954958634925304,13058.961500291882,0.4805194181143613,5.4,2.941032302338121
kevin knox,SF-PF,23,TOT,63,5,15.1,2.4,5.3,0.458,1.0,3.0,0.349,1.4,2.3,0.596,0.556,0.7,1.0,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,3000000.0,3.0,3.2999999999999994,7215.007197655106,0.43708606376913484,9.699999999999998,3.2333333333333325
kevin knox,SF,23,DET,42,1,14.1,2.0,4.3,0.469,1.0,2.8,0.371,1.0,1.5,0.651,0.589,0.6,0.8,0.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6,3000000.0,3.0,2.8666666666666667,12755.101986585452,0.3971630923997807,8.4,2.8000000000000003
kevin knox,PF,23,POR,21,4,17.1,3.2,7.3,0.444,1.0,3.3,0.314,2.2,4.0,0.554,0.516,1.0,1.3,0.741,0.7,2.6,3.3,0.9,0.5,0.0,0.9,1.0,8.5,3000000.0,3.0,4.233333333333333,16806.72259492032,0.49707599432304117,12.3,4.1000000000000005
christian koloko,C,22,TOR,58,19,13.8,1.2,2.6,0.48,0.0,0.2,0.083,1.2,2.4,0.514,0.483,0.6,1.0,0.627,1.4,1.5,2.9,0.5,0.4,1.0,0.3,2.2,3.1,1500000.0,1.5,4.333333333333333,8342.602845702988,0.22463766488132864,7.6000000000000005,5.066666666666667
john konchar,SF,26,MEM,72,23,20.8,1.9,4.4,0.431,0.8,2.5,0.339,1.1,2.0,0.545,0.525,0.4,0.5,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,1.6,5.1,2300000.0,2.3,4.695652173913043,6263.616540676426,0.2451922959042165,11.7,5.086956521739131
furkan korkmaz,SG,25,PHI,37,0,9.5,1.3,3.0,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.514,0.7,1.0,0.722,0.2,1.0,1.1,0.6,0.3,0.1,0.6,0.5,3.8,5000000.0,5.0,1.1,35561.8774142114,0.3999999578947413,5.3,1.06
luke kornet,C,27,BOS,69,0,11.7,1.6,2.5,0.665,0.0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,2133278.0,2.133278,3.5157161888886495,8136.071669961589,0.3247862970268122,7.999999999999998,3.750097268147892
vit krejci,PG,22,ATL,29,0,5.7,0.5,1.3,0.405,0.2,0.7,0.238,0.3,0.6,0.625,0.473,0.0,0.1,0.5,0.2,0.7,0.9,0.6,0.2,0.0,0.2,0.6,1.2,1563518.0,1.563518,1.7268749064609428,44928.676869865616,0.21052627885503877,2.7,1.7268749064609428
jonathan kuminga,PF,20,GSW,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,5739840.0,5.73984,2.648157439928639,8653.459959816884,0.47596151557877325,14.9,2.59589117466689
kyle kuzma,PF,27,WAS,64,64,35.0,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,13000000.0,13.0,2.4692307692307693,9581.367917466561,0.6057142684081638,30.200000000000003,2.3230769230769233
anthony lamb,SF,25,GSW,62,4,19.3,2.4,5.1,0.471,1.2,3.2,0.367,1.2,1.9,0.652,0.588,0.7,1.0,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,694878.0,0.694878,16.83748801947968,1672.792485140124,0.34715024108029835,11.6,16.69357786546703
jock landale,C,27,PHO,69,4,14.2,2.6,4.9,0.528,0.3,1.2,0.25,2.3,3.7,0.621,0.559,1.1,1.5,0.752,1.7,2.3,4.1,1.0,0.2,0.4,0.9,1.8,6.6,1563518.0,1.563518,7.483124594664084,3433.285016615536,0.46478869966276765,11.399999999999999,7.291249605057312
romeo langford,SG,23,SAS,43,21,19.6,2.8,6.0,0.467,0.4,1.4,0.262,2.4,4.6,0.53,0.498,0.9,1.3,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,6.9,5634257.0,5.634257,1.9168454687104264,18989.74378500255,0.35204079836526536,11.000000000000002,1.952342607019879
jake laravia,PF,21,MEM,35,0,11.8,1.1,2.7,0.389,0.7,2.0,0.338,0.4,0.7,0.542,0.516,0.2,0.3,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3.0,3047640.0,3.04764,1.771862818443123,29025.142580712927,0.2542372665900621,5.299999999999999,1.7390505440275095
zach lavine,SG,27,CHI,77,77,35.9,8.7,18.0,0.485,2.6,7.1,0.375,6.1,11.0,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,37096500.0,37.0965,0.9030501529793916,19426.31963792086,0.6908077802003405,32.1,0.8653107436011485
damion lee,SG,30,PHO,74,5,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3.0,1.3,0.4,0.1,1.1,1.6,8.2,2133278.0,2.133278,5.859526981481083,3515.619638240574,0.40196076460976643,11.9,5.578269686369991
saben lee,PG,23,TOT,25,1,14.9,2.0,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,0.45,1.7,2.3,0.737,0.5,1.3,1.8,2.7,0.8,0.0,1.0,1.3,6.0,2266640.0,2.26664,4.63240744008753,15110.93323259378,0.4026845367325814,10.3,4.544171107895387
saben lee,PG,23,PHI,2,0,5.0,1.5,2.0,0.75,0.0,0.5,0.0,1.5,1.5,1.0,0.75,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0,2266640.0,2.26664,1.7647266438428686,377773.2703711216,0.599999880000024,3.0,1.3235449828821515
saben lee,PG,23,PHO,23,1,15.8,2.0,5.1,0.393,0.5,1.3,0.379,1.5,3.8,0.398,0.44,1.8,2.5,0.737,0.6,1.4,2.0,2.8,0.8,0.0,0.9,1.3,6.3,2266640.0,2.26664,4.897116436663961,15642.788021788901,0.39873415197885115,11.000000000000002,4.852998270567889
alex len,C,29,SAC,26,2,6.2,0.6,1.2,0.533,0.0,0.1,0.0,0.6,1.1,0.571,0.533,0.4,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,3918600.0,3.9186,1.148369315571888,88656.10659149081,0.274193504162338,4.500000000000001,1.1483693155718881
kawhi leonard,SF,31,LAC,52,50,33.6,8.6,16.8,0.512,2.0,4.8,0.416,6.6,11.9,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,42492492.0,42.492492,0.8048480658653769,34334.592732438105,0.7083333122519848,34.4,0.8095547797008469
meyers leonard,C,30,MIL,9,2,12.7,1.6,3.2,0.483,0.8,2.0,0.389,0.8,1.2,0.636,0.603,0.9,1.0,0.889,1.3,2.4,3.8,0.1,0.2,0.0,0.7,1.8,4.8,713558.0,0.713558,12.19242163916598,16517.545913945698,0.37795272614545466,8.2,11.491707751857591
caris levert,SG,28,CLE,74,30,30.2,4.3,10.0,0.431,1.7,4.4,0.392,2.6,5.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,18796296.0,18.796296,1.05339903138363,20992.066092258134,0.4006622383886676,19.499999999999996,1.0374384399990293
damian lillard,PG,32,POR,58,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,42492492.0,42.492492,1.0425371145566138,22752.458758431963,0.8870523171610935,42.199999999999996,0.9931166192841784
nassir little,SF,22,POR,54,4,18.1,2.5,5.6,0.442,1.1,2.9,0.367,1.4,2.7,0.524,0.538,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,4171548.0,4.171548,2.421163558467984,11704.680101838721,0.3646408638319964,10.200000000000001,2.4451354748884593
isaiah livers,PF,24,DET,52,22,23.1,2.3,5.5,0.417,1.4,3.9,0.365,0.9,1.6,0.541,0.545,0.6,0.8,0.821,0.5,2.2,2.8,0.8,0.5,0.5,0.6,2.0,6.7,1563518.0,1.563518,6.587707976499152,4487.709516395782,0.29004327748730396,10.700000000000001,6.843541295974847
kevon looney,C,26,GSW,82,70,23.9,3.0,4.7,0.63,0.0,0.0,0.0,3.0,4.7,0.632,0.63,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7.0,8000000.0,8.0,2.35,13937.282205684178,0.29288701703401604,19.500000000000004,2.4375000000000004
brook lopez,C,34,MIL,78,78,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,0.606,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,13906976.0,13.906976,1.7185619648728812,11213.494588603857,0.5230262985846612,25.500000000000004,1.8336121382534927
robin lopez,C,34,CLE,37,2,8.1,1.3,2.0,0.64,0.1,0.1,0.5,1.2,1.9,0.648,0.653,0.4,0.5,0.778,0.6,0.8,1.4,0.5,0.1,0.2,0.7,1.2,3.0,2905851.0,2.905851,1.6862530115962588,26178.837601992454,0.37037032464563896,4.5,1.5485997045271762
kevin love,PF,34,TOT,62,20,20.0,2.7,6.8,0.389,1.6,4.8,0.334,1.1,2.1,0.516,0.506,1.3,1.5,0.879,1.0,5.5,6.4,1.9,0.3,0.2,1.1,1.6,8.2,30556968.0,30.556968,0.5399750394083601,60104.185562344246,0.40999997950000094,15.9,0.5203395834298743
kevin love,PF,34,CLE,41,3,20.0,2.7,7.0,0.389,1.7,4.8,0.354,1.0,2.2,0.467,0.511,1.4,1.5,0.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,30556968.0,30.556968,0.5628830713832602,87681.40003534748,0.42499997875000106,16.499999999999996,0.53997503940836
kevin love,PF,34,MIA,21,17,20.0,2.6,6.6,0.388,1.4,4.8,0.297,1.1,1.8,0.632,0.496,1.1,1.3,0.857,0.8,4.9,5.7,1.9,0.4,0.2,1.1,1.5,7.7,30556968.0,30.556968,0.5007041274513885,188973.20847882985,0.38499998075000097,14.8,0.484341247469317
kyle lowry,PG,36,MIA,55,44,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,0.514,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,2.6,11.2,28333334.0,28.333334,0.7199999830588238,45995.67200325378,0.3589743474687709,19.9,0.7023529246505194
trey lyles,PF,27,SAC,74,0,16.9,2.5,5.5,0.458,1.2,3.2,0.363,1.4,2.3,0.595,0.565,1.4,1.7,0.815,0.9,3.1,4.1,0.9,0.4,0.4,0.9,1.3,7.6,2625000.0,2.625,4.8,4667.496435512987,0.44970411540212335,12.5,4.761904761904762
sandro mamukelashvili,C,23,TOT,43,7,15.3,2.3,5.3,0.422,0.7,2.3,0.303,1.6,3.0,0.511,0.487,0.9,1.3,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,1.2,6.1,1116112.0,1.116112,10.572415671545507,4255.097200704929,0.3986927843991644,11.6,10.39322218558711
sandro mamukelashvili,C,23,MIL,24,0,9.0,0.8,2.4,0.328,0.3,1.3,0.219,0.5,1.1,0.462,0.388,0.5,0.8,0.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4,1116112.0,1.116112,4.838224120876758,19376.944108039166,0.26666663703704035,5.3999999999999995,4.838224120876758
sandro mamukelashvili,C,23,SAS,19,7,23.3,4.1,9.1,0.453,1.2,3.5,0.343,2.9,5.5,0.524,0.52,1.4,2.1,0.692,2.7,4.1,6.8,2.4,0.5,0.4,1.4,1.7,10.8,1116112.0,1.116112,17.919348595839843,5439.14227368839,0.46351929341118914,19.5,17.47136488094385
terance mann,SG,26,LAC,81,36,23.1,3.4,6.5,0.519,1.0,2.4,0.389,2.4,4.0,0.598,0.593,1.1,1.5,0.78,1.0,2.5,3.4,2.3,0.5,0.3,1.0,1.8,8.8,1930681.0,1.930681,7.510303359280999,2708.587257704002,0.3809523644609366,14.3,7.406712968118503
tre mann,PG,21,OKC,67,5,17.7,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,3046200.0,3.0462,3.8736786816361373,5904.6326693067795,0.43502822400970487,11.7,3.8408508961985426
lauri markkanen,PF,25,UTA,66,66,34.4,8.7,17.3,0.499,3.0,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,16475454.0,16.475454,2.1911384050478975,9751.097295365116,0.7441860248783133,35.400000000000006,2.1486509567505703
naji marshall,SF,25,NOP,77,21,23.3,3.2,7.4,0.433,0.9,2.8,0.303,2.4,4.6,0.513,0.49,1.8,2.3,0.789,0.6,3.0,3.6,2.5,0.7,0.2,1.3,1.5,9.1,1782621.0,1.782621,8.526770412779832,2544.057367569492,0.3905579231520204,14.799999999999997,8.302381717706679
caleb martin,SF,27,MIA,71,49,29.3,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,6479000.0,6.479,2.469516900756289,9505.575103424919,0.32764504001211464,16.299999999999997,2.5158203426454695
cody martin,SF,27,CHO,7,0,19.1,2.0,5.1,0.389,0.4,2.0,0.214,1.6,3.1,0.5,0.431,0.6,1.0,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0,7000000.0,7.0,1.4285714285714286,199999.99428571446,0.2617800910062779,10.399999999999999,1.4857142857142855
tyrese martin,SG,23,ATL,16,0,4.1,0.6,1.4,0.391,0.1,0.4,0.143,0.5,1.0,0.5,0.413,0.1,0.1,1.0,0.3,0.4,0.8,0.1,0.1,0.0,0.1,0.1,1.3,1017781.0,1.017781,2.161565209018443,48931.77649366459,0.3170730933968065,2.2,2.161565209018443
garrison mathews,SG,26,TOT,54,0,12.7,1.4,3.7,0.363,1.2,3.3,0.35,0.2,0.4,0.476,0.52,0.9,1.0,0.906,0.2,1.1,1.4,0.5,0.4,0.1,0.4,1.1,4.8,2000000.0,2.0,3.3499999999999996,7716.049352947341,0.37795272614545466,6.799999999999999,3.3999999999999995
garrison mathews,SG,26,HOU,45,0,13.4,1.3,3.8,0.353,1.2,3.4,0.342,0.2,0.3,0.467,0.509,0.9,1.0,0.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8,2000000.0,2.0,3.3499999999999996,9259.259216392318,0.358208928491871,6.899999999999999,3.4499999999999993
garrison mathews,SG,26,ATL,9,0,9.3,1.4,3.4,0.419,1.1,2.8,0.4,0.3,0.7,0.5,0.581,0.8,0.9,0.875,0.1,1.1,1.2,0.3,0.1,0.1,0.1,0.7,4.8,2000000.0,2.0,3.15,46296.2952246228,0.5161289767603251,6.3999999999999995,3.1999999999999997
bennedict mathurin,SG,20,IND,78,17,28.5,5.3,12.2,0.434,1.3,4.0,0.323,4.0,8.2,0.488,0.487,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,6586800.0,6.5868,3.385558996781441,5056.655915049397,0.5859648917205301,21.2,3.2185583287787694
wesley matthews,SF,36,MIL,52,0,15.8,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.484,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,2905851.0,2.905851,2.168039586338047,16435.808730566696,0.21518985979811014,6.7,2.3056928934071292
tyrese maxey,SG,22,PHI,60,41,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,2726880.0,2.72688,9.791409963034678,2238.817732152038,0.6041666486855164,26.3,9.644722173326294
skylar mays,PG,25,POR,6,6,31.5,5.7,11.3,0.5,2.0,4.3,0.462,3.7,7.0,0.524,0.588,2.0,2.2,0.923,0.3,2.8,3.2,8.3,1.0,0.2,1.7,1.8,15.3,116574.0,0.116574,229.89688952939764,1269.869267212753,0.4857142702947851,26.3,225.607768456088
miles mcbride,PG,22,NYK,64,2,11.9,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.451,0.4,0.7,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,1563518.0,1.563518,3.4537498129218855,6979.991040267897,0.29411762234305694,5.699999999999999,3.645624802528656
mac mcclung,SG,24,PHI,2,0,20.5,4.5,10.0,0.45,2.0,5.5,0.364,2.5,4.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5.0,4.5,0.0,0.0,1.5,1.5,12.5,160856.0,0.160856,136.76828965037052,6434.23974263041,0.6097560678167772,20.5,127.44317899239071
cj mccollum,SG,31,NOP,75,75,35.3,7.8,17.9,0.437,2.8,7.2,0.389,5.0,10.7,0.469,0.515,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2.0,20.9,33333333.0,33.333333,0.9300000092999999,21265.284196959943,0.5920679718960915,29.999999999999993,0.9000000089999998
jaden mcdaniels,SF,22,MIN,79,79,30.6,4.7,9.1,0.517,1.4,3.4,0.398,3.3,5.7,0.588,0.591,1.3,1.8,0.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,3.4,12.1,2161440.0,2.16144,8.281516026352802,2261.157022427914,0.3954248236789273,18.4,8.512843289658747
jalen mcdaniels,SF,25,TOT,80,24,23.9,3.5,7.7,0.455,1.0,2.9,0.332,2.6,4.8,0.53,0.518,1.5,1.7,0.841,0.8,3.5,4.3,1.6,1.0,0.4,1.2,2.6,9.4,1930681.0,1.930681,7.924664923930985,2567.3949433944217,0.39330542287425013,15.499999999999996,8.02825531509348
jalen mcdaniels,SF,25,CHO,56,21,26.7,3.9,8.8,0.447,1.2,3.6,0.322,2.8,5.2,0.534,0.513,1.6,1.9,0.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,2.8,10.6,1930681.0,1.930681,9.0123640311372,3252.4949406123737,0.3970037304492985,17.7,9.167749617880943
jalen mcdaniels,SF,25,PHI,24,3,17.5,2.5,5.1,0.488,0.5,1.3,0.4,2.0,3.9,0.516,0.537,1.2,1.4,0.824,0.8,2.4,3.2,0.8,0.7,0.2,0.5,2.1,6.7,1930681.0,1.930681,5.542085927193566,12006.722562147246,0.38285712097959307,11.1,5.749266709518558
doug mcdermott,SF,31,SAS,64,0,20.5,3.7,8.2,0.457,1.9,4.7,0.413,1.8,3.5,0.516,0.575,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,13750000.0,13.75,1.0036363636363637,21063.112712832244,0.4975609513384901,13.199999999999998,0.9599999999999999
javale mcgee,C,35,DAL,42,7,8.5,1.9,3.0,0.64,0.0,0.1,0.4,1.9,2.9,0.65,0.648,0.6,1.0,0.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.4,5461219.0,5.461219,1.3183869755085815,29552.05070588717,0.5176469979238827,6.999999999999999,1.2817651150777876
bryce mcgowens,SG,20,CHO,46,7,17.1,1.7,4.4,0.396,0.6,1.7,0.325,1.2,2.7,0.443,0.46,1.3,1.7,0.75,0.4,1.6,2.0,1.2,0.3,0.1,0.9,1.0,5.3,1461055.0,1.461055,5.8177139122072745,5992.8424692664385,0.30994150234260215,8.0,5.4754954467833175
rodney mcgruder,SG,31,DET,32,12,16.4,1.9,4.8,0.408,1.3,3.0,0.423,0.7,1.7,0.382,0.543,0.6,0.7,0.818,0.6,1.7,2.3,0.9,0.5,0.0,0.3,1.2,5.7,2298385.0,2.298385,3.8722842343645647,12600.794887057045,0.347560954417015,9.1,3.959301857608712
jordan mclaughlin,PG,26,MIN,43,0,15.8,1.4,3.4,0.421,0.6,1.8,0.308,0.9,1.6,0.552,0.503,0.3,0.4,0.833,0.3,1.1,1.4,3.4,0.7,0.1,0.8,0.7,3.7,2160000.0,2.16,3.935185185185185,13576.36697940687,0.23417720036853162,8.499999999999998,3.9351851851851842
de'anthony melton,SG,24,PHI,77,58,27.9,3.6,8.5,0.425,2.0,5.2,0.39,1.6,3.2,0.484,0.546,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,8250000.0,8.25,2.0363636363636366,10608.203663870127,0.3620071554836145,17.6,2.1333333333333333
sam merrill,SG,26,CLE,5,0,11.8,1.8,4.4,0.409,1.0,3.6,0.278,0.8,0.8,1.0,0.523,0.4,0.4,1.0,0.0,1.8,1.8,1.0,0.8,0.0,0.0,0.6,5.0,1105522.0,1.105522,7.055490528456241,44220.87823116487,0.4237287776501036,8.6,7.779130582656881
chimezie metu,PF,25,SAC,66,0,10.4,2.0,3.3,0.589,0.1,0.6,0.237,1.8,2.7,0.663,0.61,0.8,1.1,0.74,0.7,2.3,3.0,0.6,0.3,0.3,0.5,1.2,4.9,1910860.0,1.91086,4.448258899134421,5908.657990387575,0.4711538008505961,8.600000000000001,4.500591356771298
khris middleton,SF,31,MIL,33,19,24.3,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,0.499,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,37984276.0,37.984276,0.6371057329090596,76227.7261163401,0.6213991513827509,22.900000000000002,0.6028810447775812
shake milton,SG,26,PHI,76,11,20.6,3.2,6.6,0.479,0.7,1.9,0.378,2.4,4.7,0.521,0.535,1.3,1.5,0.853,0.5,2.0,2.5,3.2,0.3,0.2,1.2,1.6,8.4,1997718.0,1.997718,7.0580532387454085,3129.2575138952734,0.407766970496749,13.400000000000002,6.707653432566559
justin minaya,SF,23,POR,4,0,22.3,1.8,5.8,0.304,0.8,3.0,0.25,1.0,2.8,0.364,0.37,0.0,0.3,0.0,0.8,3.0,3.8,1.0,0.5,1.3,1.0,2.3,4.3,35096.0,0.035096,259.2888078413494,2040.4649976473838,0.19282510346075768,9.9,282.08342831091863
josh minott,SF,20,MIN,15,0,6.4,1.2,2.4,0.5,0.1,0.4,0.333,1.1,2.0,0.533,0.528,0.5,0.5,1.0,0.3,1.3,1.7,0.3,0.3,0.4,0.2,0.7,3.1,1017781.0,1.017781,5.010901166360935,21887.762970155636,0.48437492431641804,5.6,5.5021659865923995
davion mitchell,PG,24,SAC,80,9,18.1,2.3,5.0,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.533,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,4833600.0,4.8336,1.9033432638199272,10789.285690202487,0.30939224809987576,9.199999999999998,1.9033432638199268
donovan mitchell,SG,26,CLE,68,68,35.8,10.0,20.6,0.484,3.6,9.3,0.386,6.4,11.3,0.566,0.572,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,30913750.0,30.91375,1.1968784117099995,16064.097892296768,0.7905027712150066,36.3,1.1742347660830537
evan mobley,PF,21,CLE,79,79,34.4,6.6,12.0,0.554,0.3,1.3,0.216,6.4,10.7,0.595,0.566,2.6,3.8,0.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,2.8,16.2,8478720.0,8.47872,3.3023852657004835,6625.035156567405,0.4709302188683076,28.5,3.361356431159421
isaiah mobley,PF,23,CLE,12,0,7.0,1.0,2.3,0.429,0.3,0.7,0.375,0.8,1.7,0.45,0.482,0.3,0.3,1.0,0.3,1.3,1.7,0.3,0.3,0.3,0.1,0.7,2.6,508891.0,0.508891,9.03926381091432,16310.60845158306,0.3714285183673545,5.1,10.021792486013704
